'NOEMPLEADO','PATERNO','MATERNO','NOMBRE','SEXO','FECHANACIMIENTO','FECHAINGRESO','TIENDA','COLONIA','FREGISTRO'
72,'HERREDA','NEVAREZ','NADIA','F',07/04/97,15/06/16,238,9409,
73,'ALVARADO','PRADA','VALENTIN','M',20/10/62,14/12/14,2,9752,
74,'FERNANDEZ','VALDERRAMA','CRISTIAN','M',14/05/79,11/02/15,75,8046,
75,'ALVAREZ','HIDALGO','ANGEL','M',24/03/79,03/11/13,120,8052,
76,'CONTRERAS','OLVERA','MINERVA','F',20/10/97,15/04/00,50,9758,
77,'PALACIOS','VARGAS','CAROLINA','F',09/08/74,25/12/16,73,8026,
78,'ORTIZ','DELGADO','ION','M',07/02/94,08/07/08,154,7397,
79,'MORALES','DOMINGUEZ','ELSA','F',18/05/89,04/10/11,270,7411,
80,'FRANCO','ROJAS','MAITANE','F',22/08/92,24/03/09,174,7842,
81,'GONZALEZ','CABALLERO','CELIA','F',16/11/72,09/09/01,187,7116,
82,'RAMIREZ','CASTRO','MILTON','M',23/10/94,09/11/06,269,7539,
83,'HERNANDEZ','CAMPOS','JONE','F',03/09/90,06/09/99,43,9699,
84,'HIDALGO','ROBLES','NICOLAS','M',11/06/93,20/02/07,207,7331,
85,'FLORES','CASIO','JULIO','M',11/03/68,03/12/11,16,9702,
86,'ALMADA','BRETADO','MARCO','M',04/08/83,25/08/09,231,7598,
87,'SUAREZ','ALDAY','EMMA','F',02/10/97,22/04/18,305,9032,
88,'VENTURA','PRIETO','DAVID','M',13/07/96,13/05/06,310,9721,
89,'VALVERDE','DOMINGUEZ','ELISA','F',20/09/76,04/01/03,353,9746,
90,'DELGADO','LOZANO','BENJAMIN','M',28/03/66,27/03/15,256,7559,
91,'CORDERO','FIDALGO','HILDA','F',16/04/62,08/03/98,95,7628,
92,'GALINDO','FUENTES','CUAUHTEMOC','M',22/10/96,27/03/17,188,7601,
93,'SUAREZ','HERRERA','HEGOI','M',25/02/82,30/03/00,172,7745,
94,'DELGADO','SANTOS','JESSICA','F',26/09/90,20/03/12,113,7385,
95,'ESPINOZA','VILLEGAS','JACINTO','M',30/06/91,17/07/03,357,7806,
96,'ESTUDILLO','RUIZ','HERLINDA','F',09/11/89,29/08/00,315,7120,
97,'MARCOS','CAMPOS','CRUZ','M',17/06/86,03/02/01,356,7775,
98,'VALVERDE','GARCIA','ALFONSO','M',18/07/81,03/12/09,260,7531,
99,'ASTORGA','MARO','RUTH','F',02/02/79,27/10/98,200,7592,
100,'NIETO','PRADA','ALONSO','M',28/03/97,08/12/97,167,7112,
101,'ASTORGA','HERREDA','ALONSO','M',17/02/77,06/09/18,316,7834,
102,'CASADO','DOMINGUEZ','EFREN','M',07/04/94,07/11/11,347,7354,
103,'PEREZ','ROJAS','GONZALO','M',23/04/89,27/07/08,6,9029,
104,'LOPEZ','SUAREZ','PABLO','M',23/01/70,28/10/97,77,9017,
105,'HERRERO','ESTEBAN','ANER','M',27/01/94,09/07/10,44,9707,
106,'BERUMEN','MARCOS','DANIEL','M',26/02/80,05/03/10,194,7790,
107,'HIDALGO','URIARTE','ROCIO','F',18/11/93,26/01/05,239,9748,
108,'ARRATIA','FUENTES','ANNE','F',12/10/88,21/09/15,303,7189,
109,'RAMOS','CAMPOS','ROSALIA','F',21/08/81,09/02/18,206,9067,
110,'GALLARDO','GIMENEZ','ANNE','F',30/05/65,27/10/98,200,7778,
111,'MORAN','FRANCO','JOEL','M',06/08/74,26/02/12,307,7625,
112,'PELUFO','MARTIN','ABIGAIL','F',07/03/60,06/08/06,48,9035,
113,'CASTILLA','COSIO','ANDER','M',05/03/83,16/08/18,384,9762,
114,'COLLINS','SAUCEDO','AIDE','F',19/04/71,20/02/05,393,9710,
115,'ALARCON','SUAREZ','SEBASTIAN','M',08/02/68,23/08/11,8,7378,
116,'HIDALGO','DE OCA','EMILIO','M',23/05/85,11/11/10,392,7141,
117,'MONTES','PEREZ','JOSUE','M',25/06/95,27/03/15,391,7869,
118,'GONZALEZ','SOTO','FAUSTO','M',27/07/79,13/08/09,12,7355,
119,'GALLEGO','AGUILAR','ARISTEO','M',12/04/72,20/11/98,283,8037,
120,'VALDERRAMA','LOPEZ','GUILLERMO','M',19/10/98,04/01/03,353,9730,
121,'GALLARDO','ROJAS','ARATZ','M',16/12/76,04/11/14,234,9721,
1387,'FERNANDEZ','CORDERO','NAIARA','F',17/02/77,09/07/10,44,7618,
1388,'DIAZ','JUAREZ','LUR','F',03/09/86,03/11/13,120,7125,
1389,'NAVARRO','ZURITA','URKO','M',22/03/81,08/07/02,152,7988,
1390,'SOLER','BAÑALES','GEORGINA','F',09/06/90,17/11/03,160,9407,
1391,'PELUFO','LUGO','OSCAR','M',12/11/92,25/09/17,65,7981,
1392,'PRIETO','MIRELES','YOLANDA','F',22/03/90,02/04/98,328,7790,
1393,'MALO','ORTIZ','LIER','M',31/08/75,06/12/02,337,8022,
1394,'SUAREZ','NUÑEZ','ENEKO','M',23/05/97,24/03/00,325,9726,
498,'PRIETO','MORA','AITOR','M',05/01/92,08/07/08,154,8042,
499,'PELUFO','URBINA','YANET','F',04/10/88,16/01/17,147,7368,
500,'ALANIS','ARIAS','RAFAEL','M',22/08/70,29/02/16,192,7180,
501,'ROMERO','DOMINGUEZ','UBALDO','M',18/05/75,24/03/09,174,9017,
502,'FRANCO','PONCE','INES','F',09/01/73,19/07/03,242,9023,
503,'AGUILAR','SANTILLAN','JUAN FRANCISCO','M',03/11/84,12/08/03,99,9018,
504,'BENITEZ','VILALNUEVA','SOCORRO','F',19/11/91,08/07/08,64,7982,
505,'UBILLOS','HERREDA','MANEX','M',01/10/63,03/11/97,201,7137,
506,'GUIJARDO','ESPINOZA','LAURA','F',02/04/97,30/11/07,115,7810,
507,'GUERRERO','MARCOS','DARIO','M',12/07/67,13/08/09,12,8020,
508,'RUIZ','HERNANDEZ','ADALBERTO','M',13/11/89,11/02/08,109,7543,
509,'SUAREZ','URIARTE','CIRILO','M',06/09/81,10/01/00,80,7607,
510,'ULLOA','LEYVA','ESTHELA','F',14/11/97,09/12/04,284,8026,
511,'ALDAMA','UBILLOS','NAGORE','F',21/06/84,10/02/02,338,7365,
512,'VEGA','GAMIZ','ALFREDO','M',08/02/76,17/12/14,374,7783,
513,'PRIETO','VERDIRAMEN','ADEI','M',26/03/90,25/09/17,65,6957,
514,'MARQUEZ','BRAVO','LAIA','F',13/02/66,27/06/02,271,7364,
515,'DIEZ','REDONDO','ALFONSO','M',10/07/92,27/03/15,256,9043,
516,'DE LA FUENTE','MARISCAL','IBAI','M',07/07/89,22/12/10,257,9039,
517,'CONTRERAS','ULLOA','OIHANE','F',20/01/90,17/03/16,306,7137,
518,'QUINTERO','CONTRERAS','IAN','M',25/11/65,06/01/05,118,8000,
519,'SAUCEDO','URBINA','NIKOLE','F',07/06/78,27/06/02,271,7777,
520,'OCAÑA','FLORES','AITANA','F',22/02/81,06/09/99,43,9398,
521,'PIÑEYRO','MARISCAL','TERESITA','F',13/02/97,18/05/17,334,7187,
522,'SUAREZ','GUIJARDO','ISABEL','F',27/02/77,13/09/13,189,7349,
523,'PIÑEYRO','MORAL','JUAN','M',17/03/76,27/08/11,252,9718,
524,'MIRELES','MACIAS','TANIA','F',28/09/65,01/04/01,37,7748,
525,'GOMEZ','VELAZQUEZ','MALEN','F',17/07/72,15/04/00,50,9336,
526,'FERNANDEZ','BARROSO','EDITH','F',18/09/95,23/08/18,360,8032,
527,'SANCHEZ','QUINTERO','JACINTO','M',04/01/63,03/02/01,356,7178,
528,'ORTIZ','ALAMEDA','OIER','M',30/04/92,06/10/10,263,9400,
529,'ALDRETE','BORJA','LAIA','F',21/12/78,17/11/03,160,9697,
530,'VELARDE','CARRILLO','LEONOR','F',07/11/92,27/08/11,178,9733,
531,'MARIN','PARGA','NADIA','F',24/12/88,13/04/16,249,9072,
532,'DE LA FUENTE','CORAL','MOHAMED','M',13/07/95,26/10/14,361,7110,
533,'DE LA FUENTE','CABRERA','HORACIO','M',13/06/81,28/06/03,198,7396,
534,'MUÑOZ','FERRERO','LUCIA','F',20/05/95,14/02/06,366,9344,
535,'MARTINEZ','SOLIS','JOSE MIGUEL','M',05/08/66,23/08/06,253,9014,
536,'RAMOS','VICENTE','LUR','F',24/10/73,13/08/09,12,7395,
537,'NAVARRO','PASTOR','JON','M',13/06/91,25/12/97,341,8032,
538,'ALONSO','ANDRADE','LAIDA','F',15/08/79,29/01/06,349,7844,
539,'VARELA','DIEZ','JULIAN','M',21/04/79,18/08/03,82,9045,
540,'MARRERO','VENTURA','IRENE','F',03/04/62,29/02/16,192,7771,
541,'CORDERO','GAMIZ','GILDARDO','M',28/09/67,08/05/12,312,7783,
542,'VILLEGAS','BRAVO','LIER','M',28/05/68,20/04/99,385,7746,
543,'CASIO','FUENTES','ISMAEL','M',28/03/70,16/08/09,93,8014,
544,'LOPEZ','CAMPOS','AINARA','F',27/11/92,25/10/98,11,9035,
545,'MARTIN','MARCOS','NAGORE','F',25/04/89,28/06/03,198,9389,
546,'PRIETO','ABASOLO','OMAR','M',19/01/62,18/08/03,82,9723,
547,'CORAL','SANTANA','JOSE ANTONIO','M',23/04/76,17/04/98,364,7543,
548,'DIEZ','NAVARRETE','DOMINGO','M',30/11/67,06/12/01,52,8003,
549,'ROMAN','OLVERA','PETRA','F',22/12/77,22/01/99,85,9738,
550,'COBO','CARRASCO','ADAM','M',17/08/96,22/05/07,110,7164,
551,'SAUCEDA','MAYAGOITIA','LARA','F',14/07/95,30/08/98,146,7118,
552,'GONZALEZ','MARTINEZ','EUGENIA','F',14/04/96,27/03/17,188,7326,
553,'CARRETE','NEDER','CRISTIAN','M',14/01/69,19/04/07,291,9697,
554,'RAMOS','PONCE','LUCAS','M',04/05/78,13/05/06,310,9763,
555,'ESTEBAN','DIEZ','JUNE','F',12/08/86,08/04/02,9,7744,
556,'RUIZ','PEREZ','LEONEL','M',06/05/88,25/05/05,45,7123,
557,'DOMINGUEZ','CAMPOS','EDGARDO','M',27/08/93,17/10/14,350,9416,
558,'SUAREZ','HERREDA','PATRICIO','M',07/12/80,07/08/01,17,9383,
559,'GALVAN','SUAREZ','LOREA','F',20/10/80,24/09/10,141,9418,
560,'CARRETE','DURAN','HILARIO','M',05/05/94,16/08/11,193,7622,
561,'SANCHEZ','CASIO','LEONEL','M',23/11/76,31/01/18,186,7807,
562,'FIDALGO','PALACIOS','JULIO','M',04/10/71,27/08/11,178,7170,
563,'ALAMEDA','NUÑEZ','NANCY','F',05/08/78,07/11/17,66,9037,
564,'FERRER','MELGAR','CONSUELO','F',19/05/97,23/02/17,58,7331,
565,'GALLEGO','ORTA','VALERIA','F',12/06/73,22/05/05,232,7557,
566,'FUENTES','DIAZ','IZARO','F',06/11/73,24/02/06,288,9696,
567,'ROBLES','SOLANO','LOREA','F',28/05/81,13/07/12,382,7766,
568,'RUIZ','PIÑEYRO','ADALBERTO','M',03/06/76,26/01/04,351,7843,
569,'PEREZ','HERRERO','LEIRE','F',22/04/98,09/12/04,284,7364,
570,'SAUCEDA','NEDER','FERNANDO','M',26/02/68,19/07/16,15,7998,
571,'DELGADO','ESTUDILLO','ALBA','F',03/08/79,14/10/16,197,9728,
572,'SANTILLAN','FRANCO','IAN','M',06/05/82,06/04/18,90,9054,
573,'MORENO','MARTIN','LORENZO','M',23/11/68,16/02/16,286,7793,
574,'MORA','NEGRETE','CARLOS','M',30/09/70,30/11/11,262,8009,
575,'ALVAREZ','CONTRERAS','ROLANDO','M',21/08/94,10/01/06,126,7801,
576,'ROBLES','CANO','DANIELA','F',12/04/77,11/07/01,205,7376,
577,'RAMIREZ','GUTIERREZ','JUAN','M',13/07/85,05/03/10,194,9408,
578,'SANCHEZ','MELGAR','ALEJANDRO','M',13/03/94,29/08/00,315,7363,
579,'MARQUEZ','VIZCARRA','MINERVA','F',10/08/72,07/08/01,17,7354,
580,'GALLARDO','ESPINOSA','MARTIN','M',07/05/63,14/09/10,165,7111,
581,'SUAREZ','PADILLA','MARA','F',23/05/77,27/08/11,252,7405,
582,'VILLEGAS','MORALES','FELIPE','M',02/08/83,06/12/01,52,7786,
583,'VALVERDE','MORA','ROSALIA','F',09/04/80,13/12/00,159,7805,
584,'HIDALGO','SAENZ','VLADIMIR','M',14/08/88,04/02/13,314,7404,
585,'ROMAN','SAENZ','EFREN','M',12/05/84,17/12/16,163,7551,
586,'CORAL','URBINA','FERNANDO','M',02/10/64,03/02/11,124,7840,
587,'HERNANDEZ','ASTORGA','MIREN','F',17/06/61,10/01/00,80,7132,
588,'ALDAMA','DEL PALACIO','MINERVA','F',27/07/66,21/10/12,344,9751,
589,'LOAIZA','BARROSO','REBECA','F',21/03/92,22/04/18,305,9406,
590,'VAZQUEZ','MARIN','OMAR','M',27/03/70,19/07/16,15,7800,
591,'ORTIZ','NUÑEZ','UDANE','F',06/02/94,21/09/15,303,7747,
592,'JIMENEZ','HIDALGO','RODRIGO','M',26/07/96,10/02/02,338,7561,
593,'PEREZ','CABALLERO','BLANCA','F',17/12/96,14/07/11,117,9050,
594,'MARTIN','CASTRO','PATRICIO','M',04/09/84,20/03/12,113,7198,
595,'SUAREZ','DELGADO','MAURICIO','M',21/09/93,08/04/06,111,7790,
596,'ALMADA','MORA','LUCAS','M',08/09/71,13/05/06,310,9701,
597,'GONZALEZ','GURROLA','SERGIO','M',13/03/77,05/09/13,272,6942,
598,'RUIZ','MARTIN','SAIOA','F',04/04/66,21/08/13,137,7179,
599,'GUERRERO','RUIZ','BLANCA','F',03/04/70,19/07/16,15,9062,
600,'CASADO','CASIO','GILDARDO','M',13/07/70,16/08/11,193,7392,
601,'GALLARDO','RAMOS','ELBA','F',20/06/85,27/07/08,6,8006,
602,'HERNANDEZ','MENDEZ','MERCEDES','F',10/04/69,18/06/08,176,8033,
603,'VARELA','HIDALGO','CARMEN','M',24/04/87,18/11/99,246,7588,
604,'MORAN','DE LA FUENTE','GUADALUPE','F',17/08/72,30/03/00,172,7592,
605,'NAVARRO','LORENZO','LUR','F',03/07/88,25/08/09,231,7406,
606,'BAÑALES','MORALES','YOLANDA','F',28/08/81,13/11/03,299,7386,
607,'ARIAS','PRADA','LAIDA','F',02/04/96,07/02/03,327,9728,
608,'MARQUEZ','RUIZ','JORDI','M',30/12/81,26/03/17,333,9749,
609,'SOTO','RODRIGUEZ','PILAR','F',15/11/82,03/02/01,356,7749,
610,'SUAREZ','PARRA','JORGE','M',06/03/73,13/09/13,189,8006,
611,'ROJAS','FERRER','MARA','F',22/03/95,08/08/07,289,7345,
612,'CASTRO','NAVARRO','HIPOLITO','M',09/02/93,08/07/08,64,9042,
613,'LUGO','ARRATIA','SOFIA/SOFÍA','F',25/04/83,21/08/08,78,7529,
614,'CONTRERAS','SANCHEZ','IGNACIO','M',30/10/68,11/02/15,75,7354,
615,'URBINA','FERRER','LUCERO','F',29/04/69,18/01/17,369,9050,
616,'FUENTES','SANCHEZ','MARIO','M',12/03/98,15/08/07,31,7998,
617,'FERNANDEZ','DELGADO','ROCIO','F',02/05/90,27/09/12,375,7407,
618,'CABRERA','GOMEZ','ALFONSO','M',19/09/73,10/01/06,126,9717,
619,'BRAVO','CERVANTES','JUAN','M',06/06/74,01/08/08,190,7531,
620,'IBAÑEZ','FUENTES','MARIANO','M',24/02/91,18/05/17,334,7860,
621,'VERDIRAMEN','MARTIN','VALERIA','F',19/04/96,13/07/12,331,7127,
622,'MACIAS','DIAZ','REYNALDO','M',18/10/79,22/05/07,110,9063,
623,'ORTEGA','ROBLES','REYES','M',16/07/63,07/05/18,245,7612,
624,'PARRA','MARRERO','IVÁN','M',12/09/98,24/08/10,148,7778,
625,'JORDAN','SOTO','MARCOS','M',11/02/70,08/05/12,312,7356,
626,'MARCOS','VARELA','AMAIA','F',07/01/74,30/11/02,380,7156,
627,'FRANCO','GIL','OIER','M',12/01/67,07/01/14,259,7389,
248,'HIGUERA','SOLIS','AIDE','F',19/12/75,10/01/11,211,7343,
249,'CORDERO','VIZCARRA','ELENA','F',09/05/63,16/08/18,384,9346,
250,'CONTRERAS','RUIZ','LEOBARDO','M',08/10/69,10/08/12,24,7112,
251,'GUIJARDO','MARTINEZ','HORTENCIA','F',05/11/76,16/10/97,308,7995,
252,'PEREZ','CASTILLA','MARIO','M',27/06/82,09/09/13,71,7770,
253,'LOPEZ','MORAN','UNAX','M',22/05/72,07/11/17,66,7116,
254,'SANTILLAN','UBILLOS','IZAR','F',05/01/64,22/07/12,179,7367,
255,'CASTILLA','LOZANO','MARIANO','M',21/11/66,07/03/17,342,6962,
256,'DIEZ','SORIA','EVANGELINA','F',16/03/80,16/02/16,286,7396,
257,'VILALNUEVA','GONZALEZ','JUVENTINO','M',13/02/96,13/09/99,173,7144,
258,'NAVARRO','CORDERO','UXUE','F',29/09/80,11/11/10,392,9061,
259,'CARRETE','SIFUENTES','SIMON','M',11/04/64,26/06/10,390,7819,
260,'URIARTE','LOZANO','AGER','M',13/04/93,24/09/10,141,7759,
261,'LUNA','BENITEZ','ROMAN','M',12/11/75,17/07/03,357,9040,
262,'IBAÑEZ','GUTIERREZ','ELBA','F',09/12/93,30/08/98,146,7864,
263,'URBINA','REYES','EIDER','F',09/11/74,08/05/05,203,9701,
264,'PONCE','VILALNUEVA','HELENE','F',12/08/90,28/10/97,77,8007,
265,'RODRIGUEZ','MARTINEZ','WILBERT','M',02/10/62,22/05/99,220,7802,
266,'SANTILLAN','CARRETE','MARGARITA','F',08/04/94,07/02/03,327,7859,
267,'DELGADO','VELARDE','RAUL','M',21/10/63,23/02/14,57,7337,
268,'SOLIS','MARCOS','MARIELA','F',05/03/87,21/09/05,131,7796,
269,'CAMPOS','DOMINGUEZ','IMANOL','M',20/07/62,19/07/14,38,7116,
270,'ABASOLO','FUERTES','CRISTINA','F',02/03/93,15/08/07,31,9037,
271,'MARIN','JIMENEZ','RUTH','F',09/06/82,14/04/07,389,8012,
272,'SANTIAGO','HERRERO','ALFONSO','M',28/03/61,23/08/18,360,7527,
273,'LLAMAZARES','SARIÑANA','ALEJANDRO','M',07/06/88,21/09/15,303,7325,
274,'RODRIGUEZ','SAUCEDA','MANUEL','M',10/09/80,11/07/07,27,8010,
275,'MALO','LLAMAZARES','SAIOA','F',07/09/91,09/09/01,187,7536,
276,'ARIAS','JIMENEZ','AIALA','F',16/01/92,06/10/10,263,9400,
277,'RUIZ','CARRETE','GUILLERMINA','F',02/11/66,09/12/04,284,9424,
278,'MARTIN','MARTINEZ','BERNABE','M',21/05/71,03/03/99,132,9747,
279,'SOLANO','MONTES','RAUL','M',13/12/80,18/08/14,332,6949,
280,'MANJARREZ','FLORES','JOSEFINA','F',04/10/76,03/02/11,124,9734,
281,'SAUCEDA','PELUFO','BERTHA','F',24/10/77,27/06/98,191,7783,
282,'ABASOLO','ALAMEDA','FELIPE','M',15/05/77,17/04/98,364,7152,
283,'PALACIOS','HERREDA','GERARDO','M',08/10/78,05/06/05,278,9067,
284,'SOLIS','ARIAS','GUILLERMO','M',24/09/63,26/10/14,361,9720,
285,'VALVERDE','VICENTE','AARON','M',31/03/96,30/03/00,172,9714,
286,'PADILLA','SANTILLAN','RODRIGO','M',21/03/64,23/06/10,145,7339,
287,'GALINDO','MORALES','ELAIA','F',24/09/83,07/02/03,327,9755,
288,'VILLABA','FERNANDEZ','IRENE','F',25/10/81,04/05/04,219,9723,
289,'DEL TORO','BARROSO','DAVID','M',09/08/86,01/05/11,243,7868,
290,'MARQUEZ','ORTA','HERLINDA','F',01/12/69,30/11/11,262,7818,
291,'SANTANA','RUBIO','MARIA DE LOURDES','F',21/11/88,27/12/12,30,9030,
292,'RODRIGUEZ','FIDALGO','MADDI','F',14/06/76,29/02/16,192,9368,
293,'DELGADO','SANTOS','PEDRO','M',23/10/80,21/08/01,10,7551,
294,'SAENZ','DURAN','ELENE','F',06/11/84,09/10/14,287,9335,
295,'JORDAN','SAENZ','OSWALDO','M',16/08/77,31/05/07,181,7399,
296,'DEL BOSQUE','RAMOS','JUVENTINO','M',21/06/64,27/08/11,252,7398,
297,'MONTES','MORA','AITOR','M',01/02/77,23/02/17,58,8019,
298,'VENTURA','HERREDA','ANTONIETA','F',28/07/74,05/06/05,278,9751,
299,'CORDERO','GONZALEZ','AIMAR','M',29/10/67,07/05/11,195,7592,
300,'DE LA FUENTE','VEGA','UNAX','M',11/05/85,01/05/11,243,7787,
301,'ARIAS','SIFUENTES','ANGELINA','F',03/06/70,30/03/05,348,6963,
302,'MARCOS','AGUILAR','CRUZ','F',04/06/78,15/06/16,238,7551,
303,'SOLANO','GUERRERO','GONZALO','M',25/06/91,22/11/08,213,9732,
304,'HIGUERA','REYES','ELENA','F',13/06/82,12/06/04,140,7995,
305,'VILLABA','COBO','ALBERT','M',08/05/60,08/01/09,28,7371,
306,'PARGA','DOMINGUEZ','LILIA','F',20/10/78,18/04/10,313,9729,
307,'MATAMOROS','JIMENEZ','CONSUELO','F',13/11/73,06/12/11,164,7763,
308,'RUIZ','ALVAREZ','SEBASTIAN','M',14/02/83,15/07/13,127,9722,
309,'REYES','PALACIO','HILDA','F',19/08/98,14/10/10,156,7858,
310,'OLMOS','BUENO','EUGENIO','M',12/09/76,27/11/04,20,9374,
311,'ARIAS','NEDER','FREDY','M',12/06/70,09/02/13,345,7163,
312,'FRANCO','MOYA','LUKA','M',21/02/61,16/08/12,209,6947,
313,'BAÑALES','NIETO','GREGORIO','M',29/04/97,18/11/99,246,9424,
314,'ESPINOZA','IZA','ESMERALDA','F',31/10/90,09/02/13,345,9043,
315,'GALLEGO','ALLER','SANTIAGO','M',16/03/83,26/10/01,264,7827,
316,'ALMADA','GURROLA','IGNACIO','M',28/07/73,07/03/14,277,9340,
317,'PALACIOS','BLANCO','JANETH','F',24/01/70,16/01/17,147,8034,
318,'HERRERA','ARIAS','IRAIDE','F',16/06/90,12/05/13,29,7547,
319,'CASTRO','CRUZ','ELENE','F',22/12/65,09/11/16,250,7998,
320,'GURROLA','BAÑALES','ALBERTO','M',25/10/85,29/06/13,91,7569,
321,'FRANCO','MONTERO','EMILIA','F',07/09/84,12/09/03,144,7752,
322,'BUENO','NUÑEZ','JACOBO','M',06/05/73,22/11/08,213,7143,
323,'FRANCO','GAMIZ','DAVID','M',09/08/60,15/08/07,31,7383,
324,'GURROLA','AGUILAR','DAGOBERTO','M',10/10/95,25/08/09,231,7565,
325,'HERNANDEZ','SANCHEZ','GUILLERMO','M',25/03/81,09/10/14,287,9066,
326,'RODRIGUEZ','LOZANO','JONE','F',14/01/81,17/06/04,233,7140,
327,'ALAMEDA','SAUCEDO','MERCEDES','F',21/02/89,27/11/04,20,7341,
328,'REDONDO','MORALES','GERARDO','M',19/08/61,02/10/17,150,9697,
329,'PALACIOS','CALVO','ALDO','M',15/06/61,14/02/06,366,8043,
330,'MIGUELEZ','CASIO','NOA','F',12/03/82,08/08/07,289,6952,
331,'URBINA','GUTIERREZ','VICTOR','M',24/07/75,27/09/12,375,7117,
332,'SANCHEZ','PADILLA','JUVENTINO','M',17/04/94,13/04/06,86,7831,
333,'AGUILAR','RUBIO','UNAX','M',04/08/63,09/11/06,269,8043,
334,'GUTIERREZ','GUTIERREZ','APOLINAR','M',17/05/84,30/11/02,380,8024,
335,'GALVAN','COLLINS','FATIMA','F',28/05/93,01/04/01,37,9033,
336,'SOLER','NEGRETE','ARTURO','M',15/05/76,23/01/03,33,7388,
337,'PONCE','LOPEZ','IDALIA','F',29/12/96,19/11/00,21,7626,
338,'GALLARDO','CARRASCO','ESAU','M',20/05/68,11/05/00,221,7350,
339,'HERNANDEZ','GALLEGO','ORALIA','F',09/10/77,08/04/06,111,6963,
340,'CARRILLO','UBILLOS','NORBERTO','M',15/08/73,29/01/06,349,7551,
341,'VIZCARRA','SAUCEDA','ANGELA','F',28/11/87,02/03/12,18,9039,
342,'VEGA','LOZANO','JANIRE','F',01/05/89,17/03/98,355,9755,
343,'GARRIDO','ALVAREZ','ADOLFO','M',28/01/70,10/08/12,24,9380,
344,'ALDAY','SANTOS','ANDRES','M',08/10/92,11/02/08,109,9027,
345,'SARIÑANA','CARRASCO','EDGAR','M',21/12/94,14/07/11,117,7163,
346,'GALINDO','MOYA','CELIA','F',06/03/75,20/04/99,385,7626,
347,'MARISCAL','LEDEZMA','DAGOBERTO','M',27/11/72,19/11/02,129,9383,
348,'ALLER','SOLIS','LEIRE','F',01/09/81,16/08/18,384,7525,
349,'GUERRERO','GOMEZ','GUADALUPE','F',28/01/65,19/06/09,295,9351,
350,'GALVAN','HERNANDEZ','JOSE ANTONIO','M',26/01/63,20/02/01,388,9404,
351,'BUENO','DOMINGUEZ','NAHIKARI','F',07/01/79,19/07/03,242,7390,
352,'NEDER','UBILLOS','JOSE CARLOS','M',19/04/82,07/09/06,212,9374,
353,'RAMOS','VICENTE','MADDI','F',07/06/82,10/07/17,19,7842,
354,'SANCHEZ','GUTIERREZ','SUSANA','F',17/06/81,22/10/98,36,7833,
355,'COLLINS','MORAL','GABRIEL','M',15/04/66,10/06/13,261,7339,
356,'PARGA','SIFUENTES','IMANOL','M',22/01/66,27/09/00,274,7345,
357,'CASTRO','ROMAN','MIREYA','F',11/09/81,23/08/06,253,7575,
358,'SANTANA','MATAMOROS','NICOLAS','M',04/11/67,09/12/07,321,8035,
359,'CAMACHO','PEREZ','ERLANTZ','M',01/04/73,07/07/09,276,7822,
360,'VEGA','ROMAN','DAVID','M',09/10/76,27/08/00,155,9018,
361,'COLLINS','ARIAS','IZADI','F',30/06/72,13/12/00,159,9742,
362,'GUTIERREZ','BRAVO','ENRIQUE','M',23/10/80,26/03/17,333,7990,
363,'NIETO','VELAZQUEZ','MAIALEN','F',27/05/70,14/02/16,326,7552,
364,'ESPINOSA','GOMEZ','MARCOS','M',19/04/70,24/09/10,141,9062,
365,'OLMOS','ABASOLO','JAIME','M',20/05/66,04/07/17,23,7610,
366,'ARIAS','BERUMEN','ANA','F',17/08/70,24/03/00,325,9359,
367,'ESPINOZA','ESTUDILLO','NEREA','F',17/10/73,18/01/12,133,7797,
368,'DE LA FUENTE','GARCIA','ESTHELA','F',23/10/93,27/11/04,20,7355,
369,'NAVARRO','VAZQUEZ','PILAR','F',16/03/97,13/04/16,249,9419,
370,'MONTERO','DE LA FUENTE','LAURA','F',07/06/81,24/07/02,139,7129,
636,'LOZANO','ALDRETE','BENITO','M',28/10/73,05/06/05,278,7384,
637,'SANCHEZ','BRAVO','AZUCENA','F',05/06/89,24/08/10,148,7139,
638,'MORENO','MARCOS','ALEJANDRA','F',30/01/87,29/09/03,5,7563,
639,'BAÑALES','PEREZ','ROBERTO','M',09/08/92,18/04/10,313,7866,
640,'VARGAS','GOMEZ','ESPERANZA','F',12/08/95,14/09/10,165,6951,
641,'CORDERO','CRESPO','MINERVA','F',10/03/94,23/08/06,253,6966,
642,'SUAREZ','SOLIS','AIALA','F',31/03/66,14/09/10,165,9380,
643,'GALLARDO','CRESPO','MAIDER','F',26/05/74,13/03/06,70,6960,
644,'GUTIERREZ','COLLINS','MAURO','M',07/07/66,07/05/18,245,7543,
645,'NAVARRETE','HERNANDEZ','LEONARDO','M',10/11/76,19/06/09,295,7606,
646,'ULLOA','GALVAN','LARA','F',02/05/78,17/12/05,237,9763,
647,'LOZANO','LEDEZMA','LIZETH','F',15/09/89,09/03/15,105,7408,
648,'RUBIO','ALVARADO','NAHIA','F',02/11/92,09/02/13,345,9742,
649,'ROBLES','PALACIOS','RAFAEL','M',15/05/63,11/01/16,69,9754,
650,'SANCHEZ','MORAL','NAYELI','F',14/03/68,07/03/17,342,7374,
651,'VAZQUEZ','VELAZQUEZ','VIOLETA','F',12/01/92,01/03/99,370,7544,
